Author,Company,Download,Title,Before Parsing
Anshuman Nigam;Anil Agiwal;Hyunjeong Kang;Rakesh Taori,"""Samsung Electronics""",https://mentor.ieee.org/802.16/dcn/12/16-12-0028-03-010b-m2m-group-zone-index-text-clarification.doc,M2M Group Zone Index Text Clarification,"Anshuman Nigam, Anil Agiwal, Hyunjeong Kang, Rakesh Taori (Samsung Electronics)"
Anshuman Nigam;Anil Agiwal;Hyunjeong Kang;Rakesh Taori,"""Samsung Electronics""",https://mentor.ieee.org/802.16/dcn/12/16-12-0028-02-010b-m2m-group-zone-index-text-clarification.doc,M2M Group Zone Index Text Clarification,"Anshuman Nigam, Anil Agiwal, Hyunjeong Kang, Rakesh Taori (Samsung Electronics)"
Eldad Zeira;Anh Tuan Hoang,"""Interdigital and I2R""",https://mentor.ieee.org/802.16/dcn/12/16-12-0066-02-000n-hr-ms-paging-details.doc,HR-MS Paging Details,"Eldad Zeira, Anh Tuan Hoang (Interdigital and I2R)"
Seokjoo Shin,"""Chosun University), Won-Ik Kim, Eunkyung Kim, Sungkyung Kim, Sungcheol Chang, Miyoung Yun, Seokki Kim, Hyun Lee, Chulsik Yoon, Kwangjae Lim (ETRI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0086-03-010a-collision-resolution-method-in-reactive-operation-of-hr-ms-acting-as-hr-bs.docx,Collision resolution method in reactive operation of HR-MS acting as HR-BS,"Seokjoo Shin (Chosun University), Won-Ik Kim, Eunkyung Kim, Sungkyung Kim, Sungcheol Chang, Miyoung Yun, Seokki Kim, Hyun Lee, Chulsik Yoon, Kwangjae Lim (ETRI)"
Heejeong Cho,"""LG Electronics""",https://mentor.ieee.org/802.16/dcn/12/16-12-0011-03-010b-abnormal-power-down-reporting-in-wirelessman-advanced-air-interface-for-broadband-wireless-access-sy.doc,Abnormal power down reporting in WirelessMAN-Advanced Air Interface for Broadband Wireless Access Sy,Heejeong Cho (LG Electronics)
Heejeong Cho,"""LG Electronics""",https://mentor.ieee.org/802.16/dcn/12/16-12-0010-02-000p-abnormal-power-down-reporting-in-wirelessman-air-interface-for-broadband-wireless-access-systems.doc,Abnormal power down reporting in WirelessMAN Air Interface for Broadband Wireless Access Systems,Heejeong Cho (LG Electronics)
Anh Tuan Hoang;Wai Leong Yeow;Haiguang Wang;Jaya Shankar;Shoukang Zheng;Joseph Teo Chee Ming,"""I2R), Eldad Zeira (InterDigital""",https://mentor.ieee.org/802.16/dcn/12/16-12-0100-03-010a-text-proposal-for-phy-layer-support-for-bs-controlled-hr-ms-ftn-in-802-16-1a.doc,Text Proposal for PHY-layer Support for BS-controlled HR-MS FTN in 802.16.1a,"Anh Tuan Hoang, Wai Leong Yeow, Haiguang Wang, Jaya Shankar, Shoukang Zheng, Joseph Teo Chee Ming (I2R), Eldad Zeira (InterDigital)"
Anh Tuan Hoang;Wai Leong Yeow;Haiguang Wang;Jaya Shankar;Shoukang Zheng;Joseph Teo Chee Ming,"""I2R), Eldad Zeira (InterDigital""",https://mentor.ieee.org/802.16/dcn/12/16-12-0099-03-010a-text-proposal-for-mac-layer-support-for-bs-controlled-hr-ms-ftn-in-802-16-1a.doc,Text Proposal for MAC-layer Support for BS-controlled HR-MS FTN in 802.16.1a,"Anh Tuan Hoang, Wai Leong Yeow, Haiguang Wang, Jaya Shankar, Shoukang Zheng, Joseph Teo Chee Ming (I2R), Eldad Zeira (InterDigital)"
Satoshi Imata,"""KDDI R&D Laboratories""",https://mentor.ieee.org/802.16/dcn/12/16-12-0110-02-Gcon-text-proposal-for-cognitive-radio-aspects-in-hierarchical-networks.doc,Text proposal for cognitive radio aspects in hierarchical networks,Satoshi Imata (KDDI R&D Laboratories)
M2M TG,no company,https://mentor.ieee.org/802.16/dcn/12/16-12-0127-00-Gdoc-m2m-tg-session-77-meeting-minutes.docx,M2M TG Session #77 Meeting Minutes,M2M TG
Anh Tuan Hoang;Wai Leong Yeow;Haiguang Wang;Jaya Shankar;Shoukang Zheng;Joseph Teo Chee Ming,"""I2R), Eldad Zeira (InterDigital""",https://mentor.ieee.org/802.16/dcn/12/16-12-0100-02-010a-text-proposal-for-phy-layer-support-for-bs-controlled-hr-ms-ftn-in-802-16-1a.doc,Text Proposal for PHY-layer Support for BS-controlled HR-MS FTN in 802.16.1a,"Anh Tuan Hoang, Wai Leong Yeow, Haiguang Wang, Jaya Shankar, Shoukang Zheng, Joseph Teo Chee Ming (I2R), Eldad Zeira (InterDigital)"
M2M TG,no company,https://mentor.ieee.org/802.16/dcn/12/16-12-0126-00-Gdoc-session-77-802-16-m2m-task-group-closing-report.ppt,Session #77 802.16 M2M Task Group Closing Report,M2M TG
Anh Tuan Hoang;Wai Leong Yeow;Haiguang Wang;Jaya Shankar;Shoukang Zheng;Joseph Teo Chee Ming,"""I2R), Eldad Zeira (InterDigital""",https://mentor.ieee.org/802.16/dcn/12/16-12-0099-02-010a-text-proposal-for-mac-layer-support-for-bs-controlled-hr-ms-ftn-in-802-16-1a.doc,Text Proposal for MAC-layer Support for BS-controlled HR-MS FTN in 802.16.1a,"Anh Tuan Hoang, Wai Leong Yeow, Haiguang Wang, Jaya Shankar, Shoukang Zheng, Joseph Teo Chee Ming (I2R), Eldad Zeira (InterDigital)"
Anh Tuan Hoang;Haiguang Wang;Jaya Shankar;Wai Leong Yeow;Shoukang Zheng;Joseph Teo Chee Ming,"""I2R""",https://mentor.ieee.org/802.16/dcn/12/16-12-0098-02-010a-text-proposal-for-mac-management-messages-to-support-bs-controlled-hr-ms-dc-in-802-16-1a.doc,Text Proposal for MAC Management Messages to Support BS-controlled HR-MS DC in 802.16.1a,"Anh Tuan Hoang, Haiguang Wang, Jaya Shankar, Wai Leong Yeow, Shoukang Zheng, Joseph Teo Chee Ming (I2R)"
Anh Tuan Hoang;Haiguang Wang;Jaya Shankar;Wai Leong Yeow;Shoukang Zheng;Joseph Teo Chee Ming,"""I2R), Eldad Zeira (InterDigital""",https://mentor.ieee.org/802.16/dcn/12/16-12-0095-03-000n-text-proposal-for-mac-layer-support-for-bs-controlled-hr-ms-ftn-in-802-16n.doc,Text Proposal for MAC-layer Support for BS-controlled HR-MS FTN in 802.16n,"Anh Tuan Hoang, Haiguang Wang, Jaya Shankar, Wai Leong Yeow, Shoukang Zheng, Joseph Teo Chee Ming (I2R), Eldad Zeira (InterDigital)"
Anh Tuan Hoang;Haiguang Wang;Jaya Shankar;Wai Leong Yeow;Shoukang Zheng;Joseph Teo Chee Ming,"""I2R""",https://mentor.ieee.org/802.16/dcn/12/16-12-0096-03-000n-text-proposal-for-phy-layer-support-for-bs-controlled-hr-ms-ftn-in-802-16n.doc,Text Proposal for PHY-layer Support for BS-controlled HR-MS FTN in 802.16n,"Anh Tuan Hoang, Haiguang Wang, Jaya Shankar, Wai Leong Yeow, Shoukang Zheng, Joseph Teo Chee Ming (I2R)"
Hoang Vinh Dien;Ming-Tuo Zhou;Xin Zhang;Liru Lu,"""Alina""",https://mentor.ieee.org/802.16/dcn/12/16-12-0082-04-00R3-activating-the-alternative-path-in-path-discovery-and-management-within-hr-bs.doc,Activating the alternative path in Path Discovery and Management within HR-BS,"Hoang Vinh Dien, Ming-Tuo Zhou, Xin Zhang, Liru Lu (Alina), Masayuki Oodo, Hiroshi Harada"
Hoang Vinh Dien;Ming-Tuo Zhou;Xin Zhang;Liru Lu,"""Alina""",https://mentor.ieee.org/802.16/dcn/12/16-12-0081-04-010a-activating-the-alternative-path-in-path-discovery-and-management-within-hr-bs.doc,Activating the alternative path in Path Discovery and Management within HR-BS,"Hoang Vinh Dien, Ming-Tuo Zhou, Xin Zhang, Liru Lu (Alina), Masayuki Oodo, Hiroshi Harada"
Giwon Park,"""LG Electronics""",https://mentor.ieee.org/802.16/dcn/12/16-12-0108-01-01R0-clarification-of-paging-message-segmentation.doc,Clarification of paging message segmentation,Giwon Park (LG Electronics)
Zheng Yan-Xiu,"""Maint TG""",https://mentor.ieee.org/802.16/dcn/12/16-12-0125-01-Gdoc-session-77-802-16-maintenance-task-group-opening-slides.ppt,Session #77 802.16 Maintenance Task Group Opening Slides,Zheng Yan-Xiu (Maint TG)
Seokjoo Shin,"""Chosun University), Won-Ik Kim, Eunkyung Kim, Sungkyung Kim, Sungcheol Chang, Miyoung Yun, Seokki Kim, Hyun Lee, Chulsik Yoon, Kwangjae Lim (ETRI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0086-02-010a-collision-resolution-method-in-reactive-operation-of-hr-ms-acting-as-hr-bs.docx,Collision resolution method in reactive operation of HR-MS acting as HR-BS,"Seokjoo Shin (Chosun University), Won-Ik Kim, Eunkyung Kim, Sungkyung Kim, Sungcheol Chang, Miyoung Yun, Seokki Kim, Hyun Lee, Chulsik Yoon, Kwangjae Lim (ETRI)"
Ming-Hung Tao;Ying-Chuan Hsiao;Honggang Li;Lei Zhou;Jaesun Cha;Jeongki Kim,"""ITRI, Intel Corporation, China Samsung Telecom R&D Center, ETRI, LG Electronics""",https://mentor.ieee.org/802.16/dcn/12/16-12-0005-01-010b-timers-impacted-by-the-stid-sharing-scheme.doc,Timers Impacted by the STID-Sharing Scheme,"Ming-Hung Tao, Ying-Chuan Hsiao, Honggang Li, Lei Zhou, Jaesun Cha, Jeongki Kim (ITRI, Intel Corporation, China Samsung Telecom R&D Center, ETRI, LG Electronics)"
Jisoo Park;Yongseouk Choi;Youngjo Bang;Sookjin Lee,"""ETRI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0109-01-01R0-clean-up-for-a-map-relevance-and-harq-timing.doc,Clean-up for A-MAP relevance and HARQ timing,"Jisoo Park, Yongseouk Choi, Youngjo Bang, Sookjin Lee (ETRI)"
Heejeong Cho,"""LG Electronics""",https://mentor.ieee.org/802.16/dcn/12/16-12-0011-02-010b-abnormal-power-down-reporting-in-wirelessman-advanced-air-interface-for-broadband-wireless-access-sy.doc,Abnormal power down reporting in WirelessMAN-Advanced Air Interface for Broadband Wireless Access Sy,Heejeong Cho (LG Electronics)
Heejeong Cho,"""LG Electronics""",https://mentor.ieee.org/802.16/dcn/12/16-12-0010-01-000p-abnormal-power-down-reporting-in-wirelessman-air-interface-for-broadband-wireless-access-systems.doc,Abnormal power down reporting in WirelessMAN Air Interface for Broadband Wireless Access Systems,Heejeong Cho (LG Electronics)
Jeongki Kim,"""LG Electronics""",https://mentor.ieee.org/802.16/dcn/12/16-12-0018-03-010b-clarification-of-m2m-specific-broadcast-messages-aai-mte-ind-aai-mgmc.doc,Clarification of M2M specific broadcast messages (AAI-MTE-IND/AAI-MGMC),Jeongki Kim (LG Electronics)
Jeongki Kim,"""LG Electronics""",https://mentor.ieee.org/802.16/dcn/12/16-12-0017-03-000p-clarification-of-m2m-specific-broadcast-messages-mob-mte-ind-mgmc.doc,Clarification of M2M specific broadcast messages (MOB_MTE-IND/ MGMC),Jeongki Kim (LG Electronics)
Jeongki Kim,"""LG Electronics""",https://mentor.ieee.org/802.16/dcn/12/16-12-0018-02-010b-clarification-of-m2m-specific-broadcast-messages-aai-mte-ind-aai-mgmc.doc,Clarification of M2M specific broadcast messages (AAI-MTE-IND/AAI-MGMC),Jeongki Kim (LG Electronics)
Jeongki Kim,"""LG Electronics""",https://mentor.ieee.org/802.16/dcn/12/16-12-0017-02-000p-clarification-of-m2m-specific-broadcast-messages-mob-mte-ind-mgmc.doc,Clarification of M2M specific broadcast messages (MOB_MTE-IND/ MGMC),Jeongki Kim (LG Electronics)
Shoukang Zheng;Haiguang Wang;Jaya Shankar;Hoang Anh Tuan;Wai Leong Yeow and Joseph Chee Ming Teo,no company,https://mentor.ieee.org/802.16/dcn/12/16-12-0092-03-000n-support-of-local-forwarding.doc,Support of Local Forwarding,"Shoukang Zheng, Haiguang Wang, Jaya Shankar, Hoang Anh Tuan, Wai Leong Yeow and Joseph Chee Ming Teo"
Zheng Shoukang;Wang Haiguang;Jaya Shankar;Hoang Anh Tuan;Wai-Leong Yeow;Joseph Teo Chee Ming,no company,https://mentor.ieee.org/802.16/dcn/12/16-12-0091-03-010a-support-of-local-forwarding.doc,support of local forwarding,"Zheng Shoukang, Wang Haiguang, Jaya Shankar, Hoang Anh Tuan, Wai-Leong Yeow, Joseph Teo Chee Ming"
Hongang Li;Rui Huang;Shantidev Mohanty;Lei Zhou;Jinsoo Choi;Giwon Park;Yi-Ting Lin;Ming-Hung Tao;Jaesun Cha,"""Intel,Samsung,LGE,III,ITRI,ETRI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0114-01-010b-partial-m2m-group-network-reentry.doc,Partial M2M group network reentry,"Hongang Li, Rui Huang, Shantidev Mohanty,Lei Zhou,Jinsoo Choi, Giwon Park,Yi-Ting Lin,Ming-Hung Tao,Jaesun Cha(Intel,Samsung,LGE,III,ITRI,ETRI)"
Eunjong Lee,"""LG Electronics""",https://mentor.ieee.org/802.16/dcn/12/16-12-0013-05-000p-m2m-group-zone-based-location-update-in-16p.doc,M2M group zone-based location update in 16p,Eunjong Lee (LG Electronics)
Hyun Lee;Jeasun Cha;Eunkyung Kim;Sungcheol Chang;Seokki Kim;Won-Ik Kim;Miyoung Yun;Sungkyung Kim;Chulsik Yoon;Kwangjae Lim,"""ETRI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0107-02-01R0-clarification-on-the-definition-of-aai-mac-control-message-using-asn-1-notation.doc,Clarification on the definition of AAI MAC control message using ASN.1 notation,"Hyun Lee, Jeasun Cha, Eunkyung Kim, Sungcheol Chang, Seokki Kim, Won-Ik Kim, Miyoung Yun, Sungkyung Kim, Chulsik Yoon, Kwangjae Lim(ETRI)"
Eldad Zeira;Anh Tuan Hoang,"""Interdigital and I2R""",https://mentor.ieee.org/802.16/dcn/12/16-12-0070-01-000n-power-control-for-hr-ms-homogenized-text.doc,Power control for HR-MS - Homogenized text,"Eldad Zeira, Anh Tuan Hoang (Interdigital and I2R)"
Eldad Zeira;Anh Tuan Hoang,"""Interdigital and I2R""",https://mentor.ieee.org/802.16/dcn/12/16-12-0071-01-000n-power-control-for-hr-ms-signaling-measurements.doc,Power control for HR-MS - Signaling & Measurements,"Eldad Zeira, Anh Tuan Hoang (Interdigital and I2R)"
Eldad Zeira;Anh Tuan Hoang,"""Interdigital and I2R""",https://mentor.ieee.org/802.16/dcn/12/16-12-0069-01-010a-power-control-for-hr-ms-signaling-and-measurements.doc,Power control for HR-MS - Signaling and measurements,"Eldad Zeira, Anh Tuan Hoang (Interdigital and I2R)"
Anshuman Nigam;Anil Agiwal;Hyunjeong Kang;Rakesh Taori,"""Samsung Electronics""",https://mentor.ieee.org/802.16/dcn/12/16-12-0028-01-010b-m2m-group-zone-index-text-clarification.doc,M2M Group Zone Index Text Clarification,"Anshuman Nigam, Anil Agiwal, Hyunjeong Kang, Rakesh Taori (Samsung Electronics)"
Honggang Li;Mohanty Shantidev;Rui Huang;Inbar Anson Bratspiess;Lei Wang;Hyunjeong Kang;Lei Zhou;Ming-Hung Tao;Erik Colban,"""Intel,Sequans,InterDigital,Samsung,ITRI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0115-02-000p-modifications-of-m2m-short-data-burst-transmission.doc,Modifications of M2M short data burst transmission,"Honggang Li, Mohanty Shantidev, Rui Huang, Inbar Anson Bratspiess, Lei Wang, Hyunjeong Kang,Lei Zhou,Ming-Hung Tao,Erik Colban(Intel,Sequans,InterDigital,Samsung,ITRI)"
Eunjong Lee,"""LG Electronics""",https://mentor.ieee.org/802.16/dcn/12/16-12-0013-04-000p-m2m-group-zone-based-location-update-in-16p.doc,M2M group zone-based location update in 16p,Eunjong Lee (LG Electronics)
Eunjong Lee,"""LG Electronics""",https://mentor.ieee.org/802.16/dcn/12/16-12-0015-02-010b-clarification-of-m2m-group-zone-based-location-update-in-16-1.doc,Clarification of M2M Group Zone based location update in 16.1,Eunjong Lee (LG Electronics)
Eunjong Lee,"""LG Electronics""",https://mentor.ieee.org/802.16/dcn/12/16-12-0013-03-000p-m2m-group-zone-based-location-update-in-16p.doc,M2M group zone-based location update in 16p,Eunjong Lee (LG Electronics)
Jeongho Park,"""Samsung Electronics""",https://mentor.ieee.org/802.16/dcn/12/16-12-0093-02-01R0-clarification-on-aai-ho-cmd-message-field.doc,Clarification on AAI-HO-CMD message field,Jeongho Park (Samsung Electronics)
Zheng Shoukang;Wang Haiguang;Jaya Shankar;Hoang Anh Tuan;Wai-Leong Yeow;Joseph Teo Chee Ming,no company,https://mentor.ieee.org/802.16/dcn/12/16-12-0091-02-010a-support-of-local-forwarding.doc,support of local forwarding,"Zheng Shoukang, Wang Haiguang, Jaya Shankar, Hoang Anh Tuan, Wai-Leong Yeow, Joseph Teo Chee Ming"
Shoukang Zheng;Haiguang Wang;Jaya Shankar;Hoang Anh Tuan;Wai Leong Yeow and Joseph Chee Ming Teo,no company,https://mentor.ieee.org/802.16/dcn/12/16-12-0092-02-000n-support-of-local-forwarding.doc,Support of Local Forwarding,"Shoukang Zheng, Haiguang Wang, Jaya Shankar, Hoang Anh Tuan, Wai Leong Yeow and Joseph Chee Ming Teo"
Zheng Yan-Xiu,"""Maint TG""",https://mentor.ieee.org/802.16/dcn/12/16-12-0125-00-Gdoc-session-77-802-16-maintenance-task-group-opening-slides.ppt,Session #77 802.16 Maintenance Task Group Opening Slides,Zheng Yan-Xiu (Maint TG)
Eldad Zeira;Anh Tuan Hoang,"""Interdigital and I2R""",https://mentor.ieee.org/802.16/dcn/12/16-12-0062-01-000n-some-additional-details-of-flexible-feedback-for-hr-network-multicast-16-n.doc,Some additional details of flexible feedback for HR-Network multicast (16.n),"Eldad Zeira, Anh Tuan Hoang (Interdigital and I2R)"
Eldad Zeira;Anh Tuan Hoang,"""Interdigital and I2R""",https://mentor.ieee.org/802.16/dcn/12/16-12-0067-01-010a-some-additional-details-of-flexible-feedback-for-hr-network-multicast.doc,Some additional details of flexible feedback for HR-Network multicast,"Eldad Zeira, Anh Tuan Hoang (Interdigital and I2R)"
Anshuman;Anil;Hyunjeong,"""Samsung Electronics""",https://mentor.ieee.org/802.16/dcn/12/16-12-0022-01-010b-m2m-service-architecture-and-impacts-on-air-interface-of-16-1.doc,M2M Service Architecture and Impacts on Air Interface of 16.1,"Anshuman, Anil, Hyunjeong (Samsung Electronics)"
Lei Zhou;Xufeng Zheng;Hai Wang;Hyunjeong Kang;Jaeweon Cho;Rakesh Taori,"""Samsung""",https://mentor.ieee.org/802.16/dcn/12/16-12-0008-02-010b-cleanup-on-network-access-entry-based-on-group-delegate-for-a-large-number-of-m2m-devices.doc,Cleanup on network access entry based on group delegate for a large number of M2M devices,"Lei Zhou, Xufeng Zheng, Hai Wang,Hyunjeong Kang, Jaeweon Cho, Rakesh Taori(Samsung)"
Anseok Lee;Eunkyung Kim;Sungcheol Chang;Sungkyung Kim;Won-Ik Kim;Miyoung Yun;Hyun Lee;Seokki Kim;Kwangjae Lim;Dongseung Kwon,"""ETRI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0073-01-010a-clarification-on-fbis-initiation-and-termination-in-16-1a-network.doc,Clarification on FBIS initiation and termination in 16.1a Network,"Anseok Lee, Eunkyung Kim, Sungcheol Chang, Sungkyung Kim, Won-Ik Kim, Miyoung Yun, Hyun Lee, Seokki Kim, Kwangjae Lim, Dongseung Kwon (ETRI)"
Anseok Lee;Eunkyung Kim;Sungcheol Chang;Sungkyung Kim;Won-Ik Kim;Miyoung Yun;Hyun Lee;Seokki Kim;Kwangjae Lim;Dongseung Kwon,"""ETRI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0072-01-010a-modification-on-aai-rng-req-message-for-higher-reliability-functions-in-16-1a-network.doc,Modification on AAI-RNG-REQ message for higher reliability functions in 16.1a Network,"Anseok Lee, Eunkyung Kim, Sungcheol Chang, Sungkyung Kim, Won-Ik Kim, Miyoung Yun, Hyun Lee, Seokki Kim, Kwangjae Lim, Dongseung Kwon (ETRI)"
Seokki Kim;Sungcheol Channg;Miyoung Yun;Eunkyung Kim;Won-Ik Kim;Hyun Lee;Sungkyung Kim;Chulsik Yoon;Kwangjae Lim,"""ETRI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0078-01-010a-clarification-on-talk-around-direct-communication.docx,Clarification on Talk-around Direct Communication,"Seokki Kim, Sungcheol Channg, Miyoung Yun, Eunkyung Kim, Won-Ik Kim, Hyun Lee, Sungkyung Kim, Chulsik Yoon, Kwangjae Lim (ETRI)"
Seokki Kim;Sungcheol Channg;Miyoung Yun;Eunkyung Kim;Won-Ik Kim;Hyun Lee;Sungkyung Kim;Chulsik Yoon;Kwangjae Lim,"""ETRI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0077-01-010a-modification-of-synchronization-channel-for-talk-around-direct-communication.docx,Modification of Synchronization Channel for Talk-around Direct Communication,"Seokki Kim, Sungcheol Channg, Miyoung Yun, Eunkyung Kim, Won-Ik Kim, Hyun Lee, Sungkyung Kim, Chulsik Yoon, Kwangjae Lim (ETRI)"
Sungcheol Chang,"""ETRI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0045-01-010a-extension-of-talk-around-direct-communication-between-hr-mss-via-hr-bs.doc,Extension of talk-around direct communication between HR-MSs via HR-BS,Sungcheol Chang(ETRI)
Honggang Li;Mohanty Shantidev;Rui Huang;Inbar Anson Bratspiess;Lei Wang;Hyunjeong Kang;Lei Zhou;Ming-Hung Tao;Erik Colban,"""Intel,Sequans,InterDigital,Samsung,ITRI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0115-01-000p-modifications-of-m2m-short-data-burst-transmission.doc,Modifications of M2M short data burst transmission,"Honggang Li, Mohanty Shantidev, Rui Huang, Inbar Anson Bratspiess, Lei Wang, Hyunjeong Kang,Lei Zhou,Ming-Hung Tao,Erik Colban(Intel,Sequans,InterDigital,Samsung,ITRI)"
Tim Godfrey,"""GRIDMAN Task Group""",https://mentor.ieee.org/802.16/dcn/12/16-12-0037-01-Gdoc-gridman-opening-report-for-session-77.pptx,GRIDMAN Opening Report for Session #77,Tim Godfrey (GRIDMAN Task Group)
Satoshi Imata,"""KDDI R&D Laboratories""",https://mentor.ieee.org/802.16/dcn/12/16-12-0110-01-Gcon-text-proposal-for-cognitive-radio-aspects-in-hierarchical-networks.doc,Text proposal for cognitive radio aspects in hierarchical networks,Satoshi Imata (KDDI R&D Laboratories)
Seokjoo Shin,"""Chosun University), Won-Ik Kim, Eunkyung Kim, Sungkyung Kim, Sungcheol Chang, Miyoung Yun, Seokki Kim, Hyun Lee, Chulsik Yoon, Kwangjae Lim (ETRI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0086-01-010a-collision-resolution-method-in-reactive-operation-of-hr-ms-acting-as-hr-bs.docx,Collision resolution method in reactive operation of HR-MS acting as HR-BS,"Seokjoo Shin (Chosun University), Won-Ik Kim, Eunkyung Kim, Sungkyung Kim, Sungcheol Chang, Miyoung Yun, Seokki Kim, Hyun Lee, Chulsik Yoon, Kwangjae Lim (ETRI)"
Won-Ik Kim;Eunkyung Kim;Sungkyung Kim;Sungcheol Chang;Jaesun Cha;Miyoung Yun;Seokki Kim;Hyun Lee;Chulsik Yoon;Kwangjae Lim,"""ETRI), Seokjoo Shin (Chosun University""",https://mentor.ieee.org/802.16/dcn/12/16-12-0083-01-010a-additional-parameters-for-multimode-hr-ms-selection.docx,Additional parameters for multimode HR-MS selection,"Won-Ik Kim, Eunkyung Kim, Sungkyung Kim, Sungcheol Chang, Jaesun Cha, Miyoung Yun, Seokki Kim, Hyun Lee, Chulsik Yoon, Kwangjae Lim (ETRI), Seokjoo Shin (Chosun University)"
Eunjong Lee,"""LG Electronics""",https://mentor.ieee.org/802.16/dcn/12/16-12-0013-02-000p-m2m-group-zone-based-location-update-in-16p.doc,M2M group zone-based location update in 16p,Eunjong Lee (LG Electronics)
Eunjong Lee,"""LG Electronics""",https://mentor.ieee.org/802.16/dcn/12/16-12-0015-01-010b-clarification-of-m2m-group-zone-based-location-update-in-16-1.doc,Clarification of M2M Group Zone based location update in 16.1,Eunjong Lee (LG Electronics)
Jeongho Park,"""Samsung Electronics""",https://mentor.ieee.org/802.16/dcn/12/16-12-0093-01-01R0-clarification-on-aai-ho-cmd-message-field.doc,Clarification on AAI-HO-CMD message field,Jeongho Park (Samsung Electronics)
Soojung Jung;Jaesun Cha;Chulsik Yoon;Kwangjae Lim;Eunjong Lee,"""ETRI,LG electronics""",https://mentor.ieee.org/802.16/dcn/12/16-12-0042-02-010b-mgid-update-related-corrections.doc,MGID update related corrections,"Soojung Jung, Jaesun Cha, Chulsik Yoon, Kwangjae Lim,Eunjong Lee(ETRI,LG electronics)"
Jaesun Cha,"""M2M TG""",https://mentor.ieee.org/802.16/dcn/12/16-12-0122-01-Gdoc-m2m-tg-agenda-for-session-77.doc,M2M TG Agenda for Session #77,Jaesun Cha (M2M TG)
Eldad Zeira,"""GRIDMAN Task Group""",https://mentor.ieee.org/802.16/dcn/12/16-12-0124-00-Gdoc-minutes-of-802-16n-gridman-session-76.docx,Minutes of 802.16n GRIDMAN session 76,Eldad Zeira (GRIDMAN Task Group)
Lei Zhou;Xufeng Zheng;Hai Wang;Hyunjeong Kang;Jaeweon Cho;Rakesh Taori,"""Samsung""",https://mentor.ieee.org/802.16/dcn/12/16-12-0007-03-000p-proposed-text-for-network-access-entry-for-a-large-number-of-m2m-devices.docx,Proposed Text for network access entry for a large number of M2M devices,"Lei Zhou,Xufeng Zheng,Hai Wang,Hyunjeong Kang,Jaeweon Cho,Rakesh Taori(Samsung)"
Anshuman Nigam;Anil Agiwal;Hyunjeong Kang;Rakesh Taori,"""Samsung Electronics""",https://mentor.ieee.org/802.16/dcn/12/16-12-0030-02-000p-m2m-service-architecture-and-impacts-on-air-interface-16p-r1.doc,M2M Service Architecture and Impacts on Air Interface_16p_r1,"Anshuman Nigam, Anil Agiwal, Hyunjeong Kang, Rakesh Taori (Samsung Electronics)"
Giwon Park,"""LG Electronics""",https://mentor.ieee.org/802.16/dcn/12/16-12-0002-01-000p-clarification-of-m2m-paging-parameter-tlv.doc,Clarification of M2M paging parameter TLV,Giwon Park (LG Electronics)
Tim Godfrey,"""GRIDMAN Task Group""",https://mentor.ieee.org/802.16/dcn/12/16-12-0103-01-Gdoc-commentary-database-on-802-16-1a-awd-802-16n-11-0033.cmt,Commentary database on 802.16.1a AWD 802.16n-11/0033,Tim Godfrey (GRIDMAN Task Group)
Tim Godfrey,"""GRIDMAN Task Group""",https://mentor.ieee.org/802.16/dcn/12/16-12-0102-01-Gdoc-commentary-database-on-802-16n-awd-802-16n-11-0032.cmt,Commentary database on 802.16n AWD 802.16n-11/0032,Tim Godfrey (GRIDMAN Task Group)
Eunjong Lee,"""LG Electronics""",https://mentor.ieee.org/802.16/dcn/12/16-12-0013-01-000p-m2m-group-zone-based-location-update-in-16p.doc,M2M group zone-based location update in 16p,Eunjong Lee (LG Electronics)
Hoang Vinh Dien;Ming-Tuo Zhou;Xin Zhang;Liru Lu,"""Alina""",https://mentor.ieee.org/802.16/dcn/12/16-12-0081-03-010a-activating-the-alternative-path-in-path-discovery-and-management-within-hr-bs.doc,Activating the alternative path in Path Discovery and Management within HR-BS,"Hoang Vinh Dien, Ming-Tuo Zhou, Xin Zhang, Liru Lu (Alina), Masayuki Oodo, Hiroshi Harada"
Hoang Vinh Dien;Ming-Tuo Zhou;Xin Zhang;Liru Lu,"""Alina""",https://mentor.ieee.org/802.16/dcn/12/16-12-0082-03-00R3-activating-the-alternative-path-in-path-discovery-and-management-within-hr-bs.doc,Activating the alternative path in Path Discovery and Management within HR-BS,"Hoang Vinh Dien, Ming-Tuo Zhou, Xin Zhang, Liru Lu (Alina), Masayuki Oodo, Hiroshi Harada"
